dataset,modification,percentage,method,metric,value
Dancer 01,betweenness desc,0.2,Louvain,P*/P,0.1
Dancer 01,betweenness desc,0.2,Louvain,Modularity,0.688818211719995
Dancer 01,betweenness desc,0.2,Louvain,NMI,0.6726203810169579
Dancer 01,betweenness asc,0.30000000000000004,Louvain-igraph,P,57.0
Dancer 01,betweenness asc,0.30000000000000004,Louvain-igraph,P*/P,0.10526315789473684
Dancer 01,betweenness asc,0.30000000000000004,Louvain-igraph,Modularity,0.6629055220360967
Dancer 01,betweenness asc,0.30000000000000004,Louvain-igraph,NMI,0.6293116635697829
Dancer 01,betweenness asc,0.30000000000000004,Fastgreedy,P,56.0
Dancer 01,betweenness asc,0.30000000000000004,Fastgreedy,P*/P,0.10714285714285714
Dancer 01,betweenness asc,0.30000000000000004,Fastgreedy,Modularity,0.6602595807782454
Dancer 01,betweenness asc,0.30000000000000004,Fastgreedy,NMI,0.6384340364008818
Dancer 01,betweenness asc,0.30000000000000004,Infomap,P,171.0
Dancer 01,betweenness asc,0.30000000000000004,Infomap,P*/P,0.03508771929824561
Dancer 01,betweenness asc,0.30000000000000004,Infomap,Modularity,0.5991060123648264
Dancer 01,betweenness asc,0.30000000000000004,Infomap,NMI,0.4781309240200912
Dancer 01,betweenness asc,0.30000000000000004,Label Propagation,P,52.0
Dancer 01,betweenness asc,0.30000000000000004,Label Propagation,P*/P,0.11538461538461539
Dancer 01,betweenness asc,0.30000000000000004,Label Propagation,Modularity,0.654776397155552
Dancer 01,betweenness asc,0.30000000000000004,Label Propagation,NMI,0.6570412474674693
Dancer 01,betweenness asc,0.30000000000000004,Louvain,P,59.0
Dancer 01,betweenness asc,0.30000000000000004,Louvain,P*/P,0.1016949152542373
Dancer 01,betweenness asc,0.30000000000000004,Louvain,Modularity,0.6627644566385804
Dancer 01,betweenness asc,0.30000000000000004,Louvain,NMI,0.6301281932423116
Dancer 01,betweenness desc,0.30000000000000004,Louvain-igraph,P,112.0
Dancer 01,betweenness desc,0.30000000000000004,Louvain-igraph,P*/P,0.05357142857142857
Dancer 01,betweenness desc,0.30000000000000004,Louvain-igraph,Modularity,0.7057264055387463
Dancer 01,betweenness desc,0.30000000000000004,Louvain-igraph,NMI,0.6172326335753594
Dancer 01,betweenness desc,0.30000000000000004,Fastgreedy,P,112.0
Dancer 01,betweenness desc,0.30000000000000004,Fastgreedy,P*/P,0.05357142857142857
Dancer 01,betweenness desc,0.30000000000000004,Fastgreedy,Modularity,0.7015225227308658
Dancer 01,betweenness desc,0.30000000000000004,Fastgreedy,NMI,0.6325599143519999
Dancer 01,betweenness desc,0.30000000000000004,Infomap,P,210.0
Dancer 01,betweenness desc,0.30000000000000004,Infomap,P*/P,0.02857142857142857
Dancer 01,betweenness desc,0.30000000000000004,Infomap,Modularity,0.6456435627997158
Dancer 01,betweenness desc,0.30000000000000004,Infomap,NMI,0.4901877959061647
Dancer 01,betweenness desc,0.30000000000000004,Label Propagation,P,106.0
Dancer 01,betweenness desc,0.30000000000000004,Label Propagation,P*/P,0.05660377358490566
Dancer 01,betweenness desc,0.30000000000000004,Label Propagation,Modularity,0.70144193407693
Dancer 01,betweenness desc,0.30000000000000004,Label Propagation,NMI,0.6391570910148978
Dancer 01,betweenness desc,0.30000000000000004,Louvain,P,112.0
Dancer 01,betweenness desc,0.30000000000000004,Louvain,P*/P,0.05357142857142857
Dancer 01,betweenness desc,0.30000000000000004,Louvain,Modularity,0.7056965461380978
Dancer 01,betweenness desc,0.30000000000000004,Louvain,NMI,0.613875799686888
Dancer 01,betweenness asc,0.4,Louvain-igraph,P,108.0
Dancer 01,betweenness asc,0.4,Louvain-igraph,P*/P,0.05555555555555555
Dancer 01,betweenness asc,0.4,Louvain-igraph,Modularity,0.670602961482493
Dancer 01,betweenness asc,0.4,Louvain-igraph,NMI,0.5833086185065322
Dancer 01,betweenness asc,0.4,Fastgreedy,P,108.0
Dancer 01,betweenness asc,0.4,Fastgreedy,P*/P,0.05555555555555555
Dancer 01,betweenness asc,0.4,Fastgreedy,Modularity,0.6696906674792368
Dancer 01,betweenness asc,0.4,Fastgreedy,NMI,0.5863105622698993
Dancer 01,betweenness asc,0.4,Infomap,P,215.0
Dancer 01,betweenness asc,0.4,Infomap,P*/P,0.027906976744186046
Dancer 01,betweenness asc,0.4,Infomap,Modularity,0.5982908673427166
Dancer 01,betweenness asc,0.4,Infomap,NMI,0.4503362512769091
Dancer 01,betweenness asc,0.4,Label Propagation,P,97.0
Dancer 01,betweenness asc,0.4,Label Propagation,P*/P,0.061855670103092786
Dancer 01,betweenness asc,0.4,Label Propagation,Modularity,0.6667722288136917
Dancer 01,betweenness asc,0.4,Label Propagation,NMI,0.6043286114771512
Dancer 01,betweenness asc,0.4,Louvain,P,101.0
Dancer 01,betweenness asc,0.4,Louvain,P*/P,0.0594059405940594
Dancer 01,betweenness asc,0.4,Louvain,Modularity,0.6705807917520927
Dancer 01,betweenness asc,0.4,Louvain,NMI,0.5937550498423286
Dancer 01,betweenness desc,0.4,Louvain-igraph,P,150.0
Dancer 01,betweenness desc,0.4,Louvain-igraph,P*/P,0.04
Dancer 01,betweenness desc,0.4,Louvain-igraph,Modularity,0.7360212531895987
Dancer 01,betweenness desc,0.4,Louvain-igraph,NMI,0.5896113981110532
Dancer 01,betweenness desc,0.4,Fastgreedy,P,150.0
Dancer 01,betweenness desc,0.4,Fastgreedy,P*/P,0.04
Dancer 01,betweenness desc,0.4,Fastgreedy,Modularity,0.7349240434805042
Dancer 01,betweenness desc,0.4,Fastgreedy,NMI,0.5898923661557947
Dancer 01,betweenness desc,0.4,Infomap,P,259.0
Dancer 01,betweenness desc,0.4,Infomap,P*/P,0.023166023166023165
Dancer 01,betweenness desc,0.4,Infomap,Modularity,0.6677795599404504
Dancer 01,betweenness desc,0.4,Infomap,NMI,0.46632096718864985
Dancer 01,betweenness desc,0.4,Label Propagation,P,147.0
Dancer 01,betweenness desc,0.4,Label Propagation,P*/P,0.04081632653061224
Dancer 01,betweenness desc,0.4,Label Propagation,Modularity,0.7319134948636529
Dancer 01,betweenness desc,0.4,Label Propagation,NMI,0.610100053151509
Dancer 01,betweenness desc,0.4,Louvain,P,151.0
Dancer 01,betweenness desc,0.4,Louvain,P*/P,0.039735099337748346
Dancer 01,betweenness desc,0.4,Louvain,Modularity,0.7353177001543967
Dancer 01,betweenness desc,0.4,Louvain,NMI,0.5901633113834037
Dancer 01,betweenness asc,0.5,Louvain-igraph,P,143.0
Dancer 01,betweenness asc,0.5,Louvain-igraph,P*/P,0.04195804195804196
Dancer 01,betweenness asc,0.5,Louvain-igraph,Modularity,0.6771630131435057
Dancer 01,betweenness asc,0.5,Louvain-igraph,NMI,0.5443108959369645
Dancer 01,betweenness asc,0.5,Fastgreedy,P,146.0
Dancer 01,betweenness asc,0.5,Fastgreedy,P*/P,0.0410958904109589
Dancer 01,betweenness asc,0.5,Fastgreedy,Modularity,0.6825495548987669
Dancer 01,betweenness asc,0.5,Fastgreedy,NMI,0.547620621344046
Dancer 01,betweenness asc,0.5,Infomap,P,269.0
Dancer 01,betweenness asc,0.5,Infomap,P*/P,0.022304832713754646
Dancer 01,betweenness asc,0.5,Infomap,Modularity,0.5873631069072226
Dancer 01,betweenness asc,0.5,Infomap,NMI,0.42465363260853783
Dancer 01,betweenness asc,0.5,Label Propagation,P,137.0
Dancer 01,betweenness asc,0.5,Label Propagation,P*/P,0.043795620437956206
Dancer 01,betweenness asc,0.5,Label Propagation,Modularity,0.6776382586374847
Dancer 01,betweenness asc,0.5,Label Propagation,NMI,0.5523265405571853
Dancer 01,betweenness asc,0.5,Louvain,P,148.0
Dancer 01,betweenness asc,0.5,Louvain,P*/P,0.04054054054054054
Dancer 01,betweenness asc,0.5,Louvain,Modularity,0.6832795615551062
Dancer 01,betweenness asc,0.5,Louvain,NMI,0.5555637781761025
Dancer 01,betweenness desc,0.5,Louvain-igraph,P,251.0
Dancer 01,betweenness desc,0.5,Louvain-igraph,P*/P,0.02390438247011952
Dancer 01,betweenness desc,0.5,Louvain-igraph,Modularity,0.7599401427021857
Dancer 01,betweenness desc,0.5,Louvain-igraph,NMI,0.5665751689205732
Dancer 01,betweenness desc,0.5,Fastgreedy,P,251.0
Dancer 01,betweenness desc,0.5,Fastgreedy,P*/P,0.02390438247011952
Dancer 01,betweenness desc,0.5,Fastgreedy,Modularity,0.7571809269339591
Dancer 01,betweenness desc,0.5,Fastgreedy,NMI,0.5580002220219227
Dancer 01,betweenness desc,0.5,Infomap,P,357.0
Dancer 01,betweenness desc,0.5,Infomap,P*/P,0.01680672268907563
Dancer 01,betweenness desc,0.5,Infomap,Modularity,0.6824868061844231
Dancer 01,betweenness desc,0.5,Infomap,NMI,0.45001379445401646
Dancer 01,betweenness desc,0.5,Label Propagation,P,244.0
Dancer 01,betweenness desc,0.5,Label Propagation,P*/P,0.02459016393442623
Dancer 01,betweenness desc,0.5,Label Propagation,Modularity,0.7543580640667134
Dancer 01,betweenness desc,0.5,Label Propagation,NMI,0.5686530487780878
Dancer 01,betweenness desc,0.5,Louvain,P,250.0
Dancer 01,betweenness desc,0.5,Louvain,P*/P,0.024
Dancer 01,betweenness desc,0.5,Louvain,Modularity,0.7599039654423199
Dancer 01,betweenness desc,0.5,Louvain,NMI,0.5672154174052726
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,P,254.0
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,P*/P,0.023622047244094488
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,Modularity,0.6922472807927879
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,NMI,0.4793973736881845
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,P,260.0
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,P*/P,0.023076923076923078
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,Modularity,0.6993340985735282
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,NMI,0.47763016629424715
Dancer 01,betweenness asc,0.6000000000000001,Infomap,P,380.0
Dancer 01,betweenness asc,0.6000000000000001,Infomap,P*/P,0.015789473684210527
Dancer 01,betweenness asc,0.6000000000000001,Infomap,Modularity,0.5887691756126963
Dancer 01,betweenness asc,0.6000000000000001,Infomap,NMI,0.38624479269518014
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,P,262.0
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,P*/P,0.022900763358778626
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,Modularity,0.6867574414500597
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,NMI,0.49846078177014014
Dancer 01,betweenness asc,0.6000000000000001,Louvain,P,255.0
Dancer 01,betweenness asc,0.6000000000000001,Louvain,P*/P,0.023529411764705882
Dancer 01,betweenness asc,0.6000000000000001,Louvain,Modularity,0.6944104729408881
Dancer 01,betweenness asc,0.6000000000000001,Louvain,NMI,0.48155944942363493
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,P,349.0
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,P*/P,0.017191977077363897
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,Modularity,0.7808673079546418
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,NMI,0.5301979375908529
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,P,350.0
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,P*/P,0.017142857142857144
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,Modularity,0.7783746833563282
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,NMI,0.5321947413350481
Dancer 01,betweenness desc,0.6000000000000001,Infomap,P,469.0
Dancer 01,betweenness desc,0.6000000000000001,Infomap,P*/P,0.01279317697228145
Dancer 01,betweenness desc,0.6000000000000001,Infomap,Modularity,0.6847991935191439
Dancer 01,betweenness desc,0.6000000000000001,Infomap,NMI,0.43544305544435014
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,P,354.0
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,P*/P,0.01694915254237288
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,Modularity,0.7734670302061231
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,NMI,0.5316084731827195
Dancer 01,betweenness desc,0.6000000000000001,Louvain,P,351.0
Dancer 01,betweenness desc,0.6000000000000001,Louvain,P*/P,0.017094017094017096
Dancer 01,betweenness desc,0.6000000000000001,Louvain,Modularity,0.7795766666206199
Dancer 01,betweenness desc,0.6000000000000001,Louvain,NMI,0.5299897748133966
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,P,376.0
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,P*/P,0.015957446808510637
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,Modularity,0.7034539318112165
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,NMI,0.4090738790223177
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,P,383.0
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,P*/P,0.015665796344647518
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,Modularity,0.7187783055891779
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,NMI,0.4436885913534589
Dancer 01,betweenness asc,0.7000000000000001,Infomap,P,498.0
Dancer 01,betweenness asc,0.7000000000000001,Infomap,P*/P,0.012048192771084338
Dancer 01,betweenness asc,0.7000000000000001,Infomap,Modularity,0.5947877137170898
Dancer 01,betweenness asc,0.7000000000000001,Infomap,NMI,0.37712856159713987
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,P,411.0
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,P*/P,0.014598540145985401
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,Modularity,0.6618960267178841
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,NMI,0.4067816665825206
Dancer 01,betweenness asc,0.7000000000000001,Louvain,P,374.0
Dancer 01,betweenness asc,0.7000000000000001,Louvain,P*/P,0.016042780748663103
Dancer 01,betweenness asc,0.7000000000000001,Louvain,Modularity,0.7101522057662469
Dancer 01,betweenness asc,0.7000000000000001,Louvain,NMI,0.43744485576286546
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,P,481.0
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,P*/P,0.012474012474012475
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,Modularity,0.8003766819791414
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,NMI,0.513159655005203
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,P,486.0
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,P*/P,0.012345679012345678
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,Modularity,0.8008054927688265
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,NMI,0.5121549110254756
Dancer 01,betweenness desc,0.7000000000000001,Infomap,P,589.0
Dancer 01,betweenness desc,0.7000000000000001,Infomap,P*/P,0.010186757215619695
Dancer 01,betweenness desc,0.7000000000000001,Infomap,Modularity,0.6945787955654589
Dancer 01,betweenness desc,0.7000000000000001,Infomap,NMI,0.431803620906388
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,P,499.0
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,P*/P,0.012024048096192385
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,Modularity,0.792688497836468
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,NMI,0.511519925492159
Dancer 01,betweenness desc,0.7000000000000001,Louvain,P,483.0
Dancer 01,betweenness desc,0.7000000000000001,Louvain,P*/P,0.012422360248447204
Dancer 01,betweenness desc,0.7000000000000001,Louvain,Modularity,0.8019028454809541
Dancer 01,betweenness desc,0.7000000000000001,Louvain,NMI,0.5107625503270377
Dancer 01,betweenness asc,0.8,Louvain-igraph,P,597.0
Dancer 01,betweenness asc,0.8,Louvain-igraph,P*/P,0.010050251256281407
Dancer 01,betweenness asc,0.8,Louvain-igraph,Modularity,0.7665725297476687
Dancer 01,betweenness asc,0.8,Louvain-igraph,NMI,0.37904471756650093
Dancer 01,betweenness asc,0.8,Fastgreedy,P,605.0
Dancer 01,betweenness asc,0.8,Fastgreedy,P*/P,0.009917355371900827
Dancer 01,betweenness asc,0.8,Fastgreedy,Modularity,0.7705039188701489
Dancer 01,betweenness asc,0.8,Fastgreedy,NMI,0.3982721801786017
Dancer 01,betweenness asc,0.8,Infomap,P,706.0
Dancer 01,betweenness asc,0.8,Infomap,P*/P,0.0084985835694051
Dancer 01,betweenness asc,0.8,Infomap,Modularity,0.6482270112808883
Dancer 01,betweenness asc,0.8,Infomap,NMI,0.3571386209993525
Dancer 01,betweenness asc,0.8,Label Propagation,P,676.0
Dancer 01,betweenness asc,0.8,Label Propagation,P*/P,0.008875739644970414
Dancer 01,betweenness asc,0.8,Label Propagation,Modularity,0.6615346792811853
Dancer 01,betweenness asc,0.8,Label Propagation,NMI,0.3610480368347146
Dancer 01,betweenness asc,0.8,Louvain,P,595.0
Dancer 01,betweenness asc,0.8,Louvain,P*/P,0.010084033613445379
Dancer 01,betweenness asc,0.8,Louvain,Modularity,0.763117940810296
Dancer 01,betweenness asc,0.8,Louvain,NMI,0.3758675066181217
Dancer 01,betweenness desc,0.8,Louvain-igraph,P,725.0
Dancer 01,betweenness desc,0.8,Louvain-igraph,P*/P,0.008275862068965517
Dancer 01,betweenness desc,0.8,Louvain-igraph,Modularity,0.8222592946897098
Dancer 01,betweenness desc,0.8,Louvain-igraph,NMI,0.4725950047146297
Dancer 01,betweenness desc,0.8,Fastgreedy,P,729.0
Dancer 01,betweenness desc,0.8,Fastgreedy,P*/P,0.00823045267489712
Dancer 01,betweenness desc,0.8,Fastgreedy,Modularity,0.8232191545462857
Dancer 01,betweenness desc,0.8,Fastgreedy,NMI,0.47482446626170954
Dancer 01,betweenness desc,0.8,Infomap,P,808.0
Dancer 01,betweenness desc,0.8,Infomap,P*/P,0.007425742574257425
Dancer 01,betweenness desc,0.8,Infomap,Modularity,0.7265864991944675
Dancer 01,betweenness desc,0.8,Infomap,NMI,0.4201389445527209
Dancer 01,betweenness desc,0.8,Label Propagation,P,771.0
Dancer 01,betweenness desc,0.8,Label Propagation,P*/P,0.007782101167315175
Dancer 01,betweenness desc,0.8,Label Propagation,Modularity,0.7622947104318426
Dancer 01,betweenness desc,0.8,Label Propagation,NMI,0.4397680219369491
Dancer 01,betweenness desc,0.8,Louvain,P,723.0
Dancer 01,betweenness desc,0.8,Louvain,P*/P,0.008298755186721992
Dancer 01,betweenness desc,0.8,Louvain,Modularity,0.8218202672671159
Dancer 01,betweenness desc,0.8,Louvain,NMI,0.47416586903673746
Dancer 01,betweenness asc,0.9,Louvain-igraph,P,964.0
Dancer 01,betweenness asc,0.9,Louvain-igraph,P*/P,0.006224066390041493
Dancer 01,betweenness asc,0.9,Louvain-igraph,Modularity,0.8903804213627193
Dancer 01,betweenness asc,0.9,Louvain-igraph,NMI,0.3786126053471061
Dancer 01,betweenness asc,0.9,Fastgreedy,P,964.0
Dancer 01,betweenness asc,0.9,Fastgreedy,P*/P,0.006224066390041493
Dancer 01,betweenness asc,0.9,Fastgreedy,Modularity,0.8914449657325487
Dancer 01,betweenness asc,0.9,Fastgreedy,NMI,0.3766247389608682
Dancer 01,betweenness asc,0.9,Infomap,P,1022.0
Dancer 01,betweenness asc,0.9,Infomap,P*/P,0.005870841487279843
Dancer 01,betweenness asc,0.9,Infomap,Modularity,0.8305768569953423
Dancer 01,betweenness asc,0.9,Infomap,NMI,0.3745742295490722
Dancer 01,betweenness asc,0.9,Label Propagation,P,1011.0
Dancer 01,betweenness asc,0.9,Label Propagation,P*/P,0.005934718100890208
Dancer 01,betweenness asc,0.9,Label Propagation,Modularity,0.8358469128213272
Dancer 01,betweenness asc,0.9,Label Propagation,NMI,0.37808625900710363
Dancer 01,betweenness asc,0.9,Louvain,P,963.0
Dancer 01,betweenness asc,0.9,Louvain,P*/P,0.006230529595015576
Dancer 01,betweenness asc,0.9,Louvain,Modularity,0.8924248991143463
Dancer 01,betweenness asc,0.9,Louvain,NMI,0.3821678570845791
Dancer 01,betweenness desc,0.9,Louvain-igraph,P,1062.0
Dancer 01,betweenness desc,0.9,Louvain-igraph,P*/P,0.005649717514124294
Dancer 01,betweenness desc,0.9,Louvain-igraph,Modularity,0.8520283325937059
Dancer 01,betweenness desc,0.9,Louvain-igraph,NMI,0.4262006997422027
Dancer 01,betweenness desc,0.9,Fastgreedy,P,1066.0
Dancer 01,betweenness desc,0.9,Fastgreedy,P*/P,0.005628517823639775
Dancer 01,betweenness desc,0.9,Fastgreedy,Modularity,0.8528191863185751
Dancer 01,betweenness desc,0.9,Fastgreedy,NMI,0.42599600022113504
Dancer 01,betweenness desc,0.9,Infomap,P,1106.0
Dancer 01,betweenness desc,0.9,Infomap,P*/P,0.0054249547920434
Dancer 01,betweenness desc,0.9,Infomap,Modularity,0.8006280207417787
Dancer 01,betweenness desc,0.9,Infomap,NMI,0.4052878083534795
Dancer 01,betweenness desc,0.9,Label Propagation,P,1109.0
Dancer 01,betweenness desc,0.9,Label Propagation,P*/P,0.005410279531109108
Dancer 01,betweenness desc,0.9,Label Propagation,Modularity,0.7723118312062589
Dancer 01,betweenness desc,0.9,Label Propagation,NMI,0.40715431479175235
Dancer 01,betweenness desc,0.9,Louvain,P,1063.0
Dancer 01,betweenness desc,0.9,Louvain,P*/P,0.005644402634054563
Dancer 01,betweenness desc,0.9,Louvain,Modularity,0.8504189970662428
Dancer 01,betweenness desc,0.9,Louvain,NMI,0.4271867641891379
